,species_from_detections,species_taxonomy_SACC_2021,n,species,species_jetz,notes_taxonomy.x.x,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,X2010.IUCN.Red.List.category,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,n.y,notes_taxonomy.x.y,missmatches,status,X
602,Cymbilaimus lineatus,Cymbilaimus lineatus,13,Cymbilaimus lineatus,Cymbilaimus lineatus,NA,6395,Cymbilaimus_lineatus,Thamnophilidae,Antbirds,Antbirds,Fasciated Antshrike,bow06395,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
603,Herpetotheres cachinnans,Herpetotheres cachinnans,5,Herpetotheres cachinnans,Herpetotheres cachinnans,NA,4909,Herpetotheres_cachinnans,Falconidae,"Falcons, Caracaras","Falcons, Caracaras",Laughing Falcon,bow04909,LC,BL3,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
604,Tinamus major,Tinamus major,21,Tinamus major,Tinamus major,NA,68,Tinamus_major,Paleognathae,Paleognaths,Paleognaths,Great Tinamou,bow00068,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
605,Hylophilus thoracicus,Hylophilus thoracicus,15,Hylophilus thoracicus,Hylophilus thoracicus,NA,7808,Hylophilus_thoracicus,CC3,"Vireos, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies",Lemon-chested Greenlet,bow07808,LC,BL3,Vireonidae,Vireos and allies,141,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
606,Crypturellus cinereus,Crypturellus cinereus,16,Crypturellus cinereus,Crypturellus cinereus,NA,74,Crypturellus_cinereus,Paleognathae,Paleognaths,Paleognaths,Cinereous Tinamou,bow00074,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
607,Myiopagis gaimardii,Myiopagis gaimardii,13,Myiopagis gaimardii,Myiopagis gaimardii,NA,5863,Myiopagis_gaimardii,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Forest Elaenia,bow05863,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
608,Ornithion inerme,Ornithion inerme,5,Ornithion inerme,Ornithion inerme,NA,5844,Ornithion_inerme,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",White-lored Tyrannulet,bow05844,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
609,Crypturellus bartletti,Crypturellus bartletti,38,Crypturellus bartletti,Crypturellus bartletti,NA,92,Crypturellus_bartletti,Paleognathae,Paleognaths,Paleognaths,Bartlett's Tinamou,bow00092,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
610,Amazona ochrocephala,Amazona ochrocephala,34,Amazona ochrocephala,Amazona ochrocephala,NA,2300,Amazona_ochrocephala,Psittacidae2,Parrots,Parrots,Yellow-crowned Amazon,bow02300,LC,BL3,Psittacidae,Parrots,68,PSITTACIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
611,Pionites leucogaster,Pionites leucogaster,8,Pionites leucogaster,Pionites leucogaster,NA,2258,Pionites_leucogaster,Psittacidae2,Parrots,Parrots,White-bellied Parrot,bow02258,LC,BL3,Psittacidae,Parrots,68,PSITTACIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
612,Orthopsittaca manilata,Orthopsittaca manilatus,1,Orthopsittaca manilata,Orthopsittaca manilata,REV_TAX,2164,Orthopsittaca_manilata,Psittacidae2,Parrots,Parrots,Red-bellied Macaw,bow02164,LC,BL3,Psittacidae,Parrots,68,PSITTACIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
613,Euphonia chrysopasta,Euphonia chrysopasta,3,Euphonia chrysopasta,Euphonia chrysopasta,NA,12989,Euphonia_chrysopasta,P10,"Finches, Allies","Finches, Allies",White-lored Euphonia,bow12989,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
614,Myrmotherula sclateri,Myrmotherula sclateri,6,Myrmotherula sclateri,Myrmotherula sclateri,NA,6469,Myrmotherula_sclateri,Thamnophilidae,Antbirds,Antbirds,Sclater's Antwren,bow06469,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
615,Pharomachrus pavoninus,Pharomachrus pavoninus,12,Pharomachrus pavoninus,Pharomachrus pavoninus,NA,1425,Pharomachrus_pavoninus,Trogonidae,Trogons,Trogons,Pavonine Quetzal,bow01425,LC,BL3,Trogonidae,Trogons,81,TROGONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
616,Megascops watsonii,Megascops watsonii,7,Megascops watsonii,Megascops watsonii,NA,2948,Megascops_watsonii,Strigidae,Owls,"Owls, Barn Owls",Tawny-bellied Screech-owl,bow02948,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
617,Aratinga weddellii,Aratinga weddellii,28,Aratinga weddellii,Aratinga weddellii,NA,2187,Aratinga_weddellii,Psittacidae2,Parrots,Parrots,Dusky-headed Parakeet,bow02187,LC,BL3,Psittacidae,Parrots,68,PSITTACIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
618,Querula purpurata,Querula purpurata,21,Querula purpurata,Querula purpurata,NA,6317,Querula_purpurata,Cotingidae,Cotingas,Cotingas,Purple-throated Fruitcrow,bow06317,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
619,Celeus grammicus,Celeus grammicus,8,Celeus grammicus,Celeus grammicus,NA,1011,Celeus_grammicus,Picidae,Woodpeckers,"Woodpeckers, Honeyguides, Toucans, Barbets",Scaly-breasted Woodpecker,bow01011,LC,BL3,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
620,Hylopezus berlepschi,Myrmothera berlepschi,12,Hylopezus berlepschi,Hylopezus berlepschi,REV_TAX,7011,Hylopezus_berlepschi,Antpittas,Antpittas,"Antpittas, Tapaculos",Amazonian Antpitta,bow07011,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
621,Crypturellus atrocapillus,Crypturellus atrocapillus,17,Crypturellus atrocapillus,Crypturellus atrocapillus,NA,89,Crypturellus_atrocapillus,Paleognathae,Paleognaths,Paleognaths,Black-capped Tinamou,bow00089,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
622,Crypturellus undulatus,Crypturellus undulatus,20,Crypturellus undulatus,Crypturellus undulatus,NA,80,Crypturellus_undulatus,Paleognathae,Paleognaths,Paleognaths,Undulated Tinamou,bow00080,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
623,Mitu tuberosum,Mitu tuberosum,4,Mitu tuberosum,Mitu tuberosum,NA,177,Mitu_tuberosum,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Razor-billed Curassow,bow00177,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
624,Cyanocorax cyanomelas,Cyanocorax cyanomelas,8,Cyanocorax cyanomelas,Cyanocorax cyanomelas,NA,8007,Cyanocorax_cyanomelas,CC8,"Shrikes, Monarchs, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies",Purplish Jay,bow08007,LC,BL3,Corvidae,Crows and jays,147,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
625,Pipile cumanensis,Pipile cumanensis,5,Pipile cumanensis,Pipile cumanensis,NA,166,Pipile_cumanensis,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Blue-throated Piping-guan,bow00166,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
626,Buteogallus urubitinga,Buteogallus urubitinga,1,Buteogallus urubitinga,Buteogallus urubitinga,NA,4798,Buteogallus_urubitinga,Accipitridae,"Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird",Great Black-hawk,bow04798,LC,BL3,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
627,Brotogeris sanctithomae,Brotogeris sanctithomae,22,Brotogeris sanctithomae,Brotogeris sanctithomae,NA,2246,Brotogeris_sanctithomae,Psittacidae2,Parrots,Parrots,Tui Parakeet,bow02246,LC,BL3,Psittacidae,Parrots,68,PSITTACIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
628,Accipiter bicolor,Accipiter bicolor,1,Accipiter bicolor,Accipiter bicolor,NA,4761,Accipiter_bicolor,Accipitridae,"Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird",Bicoloured Hawk,bow04761,LC,BL3,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
629,Patagioenas cayennensis,Patagioenas cayennensis,12,Patagioenas cayennensis,Patagioenas cayennensis,NA,3360,Patagioenas_cayennensis,Columbidae,"Pigeons, Doves","Pigeons, Doves",Pale-vented Pigeon,bow03360,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
630,Tersina viridis,Tersina viridis,11,Tersina viridis,Tersina viridis,NA,13075,Tersina_viridis,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Swallow Tanager,bow13075,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
631,Lepidocolaptes albolineatus,Lepidocolaptes fatimalimae,3,Lepidocolaptes albolineatus,Lepidocolaptes albolineatus,REV_TAX,6943,Lepidocolaptes_albolineatus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Lineated Woodcreeper,bow06943,LC,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
632,Pteroglossus castanotis,Pteroglossus castanotis,3,Pteroglossus castanotis,Pteroglossus castanotis,NA,1187,Pteroglossus_castanotis,Ramphastidae,"Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets",Chestnut-eared Aracari,bow01187,LC,BL3,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
633,Chamaeza nobilis,Chamaeza nobilis,3,Chamaeza nobilis,Chamaeza nobilis,NA,6961,Chamaeza_nobilis,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Striated Antthrush,bow06961,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
634,Eubucco richardsoni,Eubucco richardsoni,11,Eubucco richardsoni,Eubucco richardsoni,NA,1167,Eubucco_richardsoni,Ramphastidae,"Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets",Lemon-throated Barbet,bow01167,LC,BL3,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
635,Cacicus oseryi,Cacicus oseryi,9,Cacicus oseryi,Clypicterus oseryi,NA,13326,Clypicterus_oseryi,P21,New World Blackbirds,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Casqued Oropendola,bow13326,LC,BL3,Icteridae,New World blackbirds,190,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,assigned
636,Ara macao,Ara macao,2,Ara macao,Ara macao,NA,2157,Ara_macao,Psittacidae2,Parrots,Parrots,Scarlet Macaw,bow02157,LC,BL3,Psittacidae,Parrots,68,PSITTACIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
637,Tityra semifasciata,Tityra semifasciata,3,Tityra semifasciata,Tityra semifasciata,NA,6248,Tityra_semifasciata,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Masked Tityra,bow06248,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
638,Nyctiphrynus ocellatus,Nyctiphrynus ocellatus,21,Nyctiphrynus ocellatus,Nyctiphrynus ocellatus,NA,3226,Nyctiphrynus_ocellatus,Caprimulgidae,Nightjars,Nightjars,Ocellated Poorwill,bow03226,LC,BL3,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
639,Crypturellus variegatus,Crypturellus variegatus,10,Crypturellus variegatus,Crypturellus variegatus,NA,90,Crypturellus_variegatus,Paleognathae,Paleognaths,Paleognaths,Variegated Tinamou,bow00090,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
640,Lurocalis semitorquatus,Lurocalis semitorquatus,1,Lurocalis semitorquatus,Lurocalis semitorquatus,NA,3207,Lurocalis_semitorquatus,Caprimulgidae,Nightjars,Nightjars,Short-tailed Nighthawk,bow03207,LC,BL3,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
641,Lophostrix cristata,Lophostrix cristata,2,Lophostrix cristata,Lophostrix cristata,NA,3011,Lophostrix_cristata,Strigidae,Owls,"Owls, Barn Owls",Crested Owl,bow03011,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
642,Daptrius ater,Daptrius ater,3,Daptrius ater,Daptrius ater,NA,4918,Daptrius_ater,Falconidae,"Falcons, Caracaras","Falcons, Caracaras",Black Caracara,bow04918,LC,BL3,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
643,Ampelion rufaxilla,Ampelion rufaxilla,1,Ampelion rufaxilla,Ampelion rufaxilla,NA,6267,Ampelion_rufaxilla,Cotingidae,Cotingas,Cotingas,Chestnut-crested Cotinga,bow06267,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
644,Tangara mexicana,Tangara mexicana,4,Tangara mexicana,Tangara mexicana,NA,13006,Tangara_mexicana,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Turquoise Tanager,bow13006,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
645,Formicarius rufifrons,Formicarius rufifrons,4,Formicarius rufifrons,Formicarius rufifrons,NA,6957,Formicarius_rufifrons,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-fronted Antthrush,bow06957,NT,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
646,Harpyhaliaetus solitarius,Buteogallus solitarius,1,Harpyhaliaetus solitarius,Harpyhaliaetus solitarius,REV_TAX,4803,Harpyhaliaetus_solitarius,Accipitridae,"Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird",Solitary Eagle,bow04803,NT,BL3,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
647,Pachyramphus marginatus,Pachyramphus marginatus,5,Pachyramphus marginatus,Pachyramphus marginatus,NA,6238,Pachyramphus_marginatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Black-capped Becard,bow06238,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
648,Brotogeris cyanoptera,Brotogeris cyanoptera,6,Brotogeris cyanoptera,Brotogeris cyanoptera,NA,2244,Brotogeris_cyanoptera,Psittacidae2,Parrots,Parrots,Cobalt-winged Parakeet,bow02244,LC,BL3,Psittacidae,Parrots,68,PSITTACIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
649,Jacamerops aureus,Jacamerops aureus,3,Jacamerops aureus,Jacamerops aureus,NA,1249,Jacamerops_aureus,Galbulidae,Jacamars,"Puffbirds, Jacamars",Great Jacamar,bow01249,LC,BL3,Galbulidae,Jacamars,96,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
650,Micrastur semitorquatus,Micrastur semitorquatus,NA,Micrastur semitorquatus,Micrastur semitorquatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,Icterus cayanensis,Icterus cayanensis,2,Icterus cayanensis,Icterus cayanensis,NA,13359,Icterus_cayanensis,P21,New World Blackbirds,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Epaulet Oriole,bow13359,LC,BL3,Icteridae,New World blackbirds,190,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
652,Pipra rubrocapilla,Ceratopipra rubrocapilla,2,Pipra rubrocapilla,Pipra rubrocapilla,REV_TAX,6341,Pipra_rubrocapilla,Pipridae,Manakins,Manakins,Red-headed Manakin,bow06341,LC,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
653,Megascops choliba,Megascops choliba,1,Megascops choliba,Megascops choliba,NA,2941,Megascops_choliba,Strigidae,Owls,"Owls, Barn Owls",Tropical Screech-owl,bow02941,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
654,Micrastur buckleyi,Micrastur buckleyi,NA,Micrastur buckleyi,Micrastur buckleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,Buteo polyosoma,Geranoaetus polyosoma,1,Buteo polyosoma,Buteo polyosoma,REV_TAX,4817,Buteo_polyosoma,Accipitridae,"Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird",Red-backed Hawk,bow04817,LC,BL3,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
656,Conirostrum ferrugineiventre,Conirostrum ferrugineiventre,3,Conirostrum ferrugineiventre,Conirostrum ferrugineiventre,NA,12815,Conirostrum_ferrugineiventre,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",White-browed Conebill,bow12815,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
657,Pachyramphus minor,Pachyramphus minor,7,Pachyramphus minor,Pachyramphus minor,NA,6244,Pachyramphus_minor,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Pink-throated Becard,bow06244,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
658,Hemitriccus iohannis,Hemitriccus iohannis,1,Hemitriccus iohannis,Hemitriccus iohannis,NA,5788,Hemitriccus_iohannis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Johannes's Tody-tyrant,bow05788,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
659,Pyrrhyra roseifrons,Pyrrhura roseifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,Basileuterus bivittatus,Myiothlypis bivittata,419,Basileuterus bivittatus,Basileuterus bivittatus,REV_TAX,12772,Basileuterus_bivittatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Two-banded Warbler,bow12772,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
661,Basileuterus chrysogaster,Myiothlypis chrysogaster,135,Basileuterus chrysogaster,Basileuterus chrysogaster,REV_TAX,12773,Basileuterus_chrysogaster,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Golden-bellied Warbler,bow12773,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
662,Basileuterus coronatus,Myiothlypis coronata,503,Basileuterus coronatus,Basileuterus coronatus,REV_TAX,12782,Basileuterus_coronatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Russet-crowned Warbler,bow12782,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
663,Basileuterus luteoviridis,Myiothlypis luteoviridis,336,Basileuterus luteoviridis,Basileuterus luteoviridis,REV_TAX,12776,Basileuterus_luteoviridis,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Citrine Warbler,bow12776,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
664,Basileuterus signatus,Myiothlypis signata,401,Basileuterus signatus,Basileuterus signatus,REV_TAX,12775,Basileuterus_signatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Pale-legged Warbler,bow12775,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
665,Coccyzus americanus,Coccyzus americanus,1,Coccyzus americanus,Coccyzus americanus,NA,1858,Coccyzus_americanus,Cuculidae,Cuckoos,Cuckoos,Yellow-billed Cuckoo,bow01858,LC,BL3,Cuculidae,Cuckoos,67,CUCULIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
666,Coccyzus melacoryphus,Coccyzus melacoryphus,1,Coccyzus melacoryphus,Coccyzus melacoryphus,NA,1862,Coccyzus_melacoryphus,Cuculidae,Cuckoos,Cuckoos,Dark-billed Cuckoo,bow01862,LC,BL3,Cuculidae,Cuckoos,67,CUCULIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
667,Colaptes punctigula,Colaptes punctigula,1,Colaptes punctigula,Colaptes punctigula,NA,999,Colaptes_punctigula,Picidae,Woodpeckers,"Woodpeckers, Honeyguides, Toucans, Barbets",Spot-breasted Woodpecker,bow00999,LC,BL3,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,include,
668,Cranioleuca gutturata,Cranioleuca gutturata,3,Cranioleuca gutturata,Cranioleuca gutturata,NA,6751,Cranioleuca_gutturata,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Speckled Spinetail,bow06751,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
669,Cyanerpes cyaneus,Cyanerpes cyaneus,4,Cyanerpes cyaneus,Cyanerpes cyaneus,NA,13073,Cyanerpes_cyaneus,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Red-legged Honeycreeper,bow13073,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
670,Dacnis lineata,Dacnis lineata,1,Dacnis lineata,Dacnis lineata,NA,13060,Dacnis_lineata,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-faced Dacnis,bow13060,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
671,Elaenia obscura,Elaenia obscura,1,Elaenia obscura,Elaenia obscura,NA,5888,Elaenia_obscura,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Highland Elaenia,bow05888,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
672,Elaenia parvirostris,Elaenia parvirostris,1,Elaenia parvirostris,Elaenia parvirostris,NA,5879,Elaenia_parvirostris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Small-billed Elaenia,bow05879,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
673,Gymnoderus foetidus,Gymnoderus foetidus,1,Gymnoderus foetidus,Gymnoderus foetidus,NA,6315,Gymnoderus_foetidus,Cotingidae,Cotingas,Cotingas,Bare-necked Fruitcrow,bow06315,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,include,
674,Hemispingus parodii,Kleinothraupis parodii,2,Hemispingus parodii,Hemispingus parodii,REV_TAX,12849,Hemispingus_parodii,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Parodi's Hemispingus,bow12849,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,include,
