NO.,Collection,Sample.label,Sample.No...,Full_Label,Powder.lvl,species_binomial,Order,Family,Lice,Mites,Ticks,Other,Host.Family,Order2,Date.of.collection,Country,Province,Locality,Altitude,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample
59,JUM,V,V127,V127,,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Myrmotherula axillaris,8.457105263,8.695258621,50.38983051,36.5,14.8,15.5,1,0,20,80,0,Myrmotherula axillaris,6486,Myrmotherula_axillaris,Thamnophilidae,Antbirds,Antbirds,White-flanked Antwren,bow06486,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,127
60,JUM,V,V129,V129,,Dendrocincla_fuliginosa,Passeriformes,"Furnariidae
",0,0,0,Yes,NA,NA,NA,NA,NA,NA,NA,Dendrocincla fuliginosa,31.68493671,19.41738462,95.81428571,86.7,18.3,24.7,1,33,33,33,0,Dendrocincla fuliginosa,6893,Dendrocincla_fuliginosa,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-brown Woodcreeper,bow06893,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,129
63,JUM,V,V135,V135,,Sclerurus_caudatus,Passeriformes,Furnariidae,1,0,0,No,NA,NA,NA,NA,NA,NA,NA,Sclerurus caudacutus,37.54095238,15.42761905,88.47619048,63.4,17.4,22.6,0,100,0,0,0,Sclerurus caudacutus,6874,Sclerurus_caudacutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-tailed Leaftosser,bow06874,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,135
64,JUM,V,V137,V137,,Philydor_erythrocercum,Passeriformes,"Furnariidae
",0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Philydor erythrocercum,30.91,13.58538462,87.92857143,70.3,18.8,19.7,1,0,0,50,50,Philydor erythrocercum,6843,Philydor_erythrocercum,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Rufous-rumped Foliage-gleaner,bow06843,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,137
65,JUM,V,V138,V138,,Dendrocincla_merula,Passeriformes,"Furnariidae
",0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Dendrocincla merula,46.92958333,19.43829268,102.744186,80,20.3,24.7,1,40,40,20,0,Dendrocincla merula,6896,Dendrocincla_merula,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",White-chinned Woodcreeper,bow06896,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,138
67,JUM,V,V140,V140,,Tangara_chilensis,Passeriformes,Thraupidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Tangara chilensis,22.0875,13,71.42222222,56.1,21.9,17.7,1,0,0,20,80,Tangara chilensis,13010,Tangara_chilensis,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Paradise Tanager,bow13010,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,canopy,lowland_iquitos,140
68,JUM,V,V145,V145,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,145
69,JUM,V,V148,V148,,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,148
73,JUM,V,V157,V157,,Xenops_minutus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Xenops minutus,12.16725806,10.44927273,61.44827586,49.2,22.1,14.7,1,0,50,50,0,Xenops minutus,6880,Xenops_minutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain Xenops,bow06880,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,157
75,JUM,V,V160,V160,,Microcerculus_marginatus,Passeriformes,Troglodytidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Microcerculus marginatus,18.81613333,12.17923077,59.61538462,24.2,11.6,23.5,0,50,50,0,0,Microcerculus marginatus,9781,Microcerculus_marginatus,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Southern Nightingale-wren,bow09781,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,160
76,JUM,V,V162,V162,,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,0,0,0,Yes,NA,NA,NA,NA,NA,NA,NA,Myrmotherula axillaris,8.457105263,8.695258621,50.38983051,36.5,14.8,15.5,1,0,20,80,0,Myrmotherula axillaris,6486,Myrmotherula_axillaris,Thamnophilidae,Antbirds,Antbirds,White-flanked Antwren,bow06486,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,162
77,JUM,V,V163,V163,,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,163
78,JUM,V,V167,V167,,Epinecrophylla_haematonota,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Epinecrophylla haematonota,11.08,9.3,51,37.8,13.6,16.1,0,0,80,20,0,Epinecrophylla haematonota,6481,Epinecrophylla_haematonota,Thamnophilidae,Antbirds,Antbirds,Stipple-throated Antwren,bow06481,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,167
80,JUM,V,V173,V173,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,173
82,JUM,V,V179,V179,,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,179
83,JUM,V,V182,V182,,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,182
84,JUM,V,V183,V183,,Dendrocincla_fuliginosa,Passeriformes,"Furnariidae
",0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Dendrocincla fuliginosa,31.68493671,19.41738462,95.81428571,86.7,18.3,24.7,1,33,33,33,0,Dendrocincla fuliginosa,6893,Dendrocincla_fuliginosa,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-brown Woodcreeper,bow06893,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,183
86,JUM,V,V184,V184,,Dendrocincla_fuliginosa,Passeriformes,"Furnariidae
",0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Dendrocincla fuliginosa,31.68493671,19.41738462,95.81428571,86.7,18.3,24.7,1,33,33,33,0,Dendrocincla fuliginosa,6893,Dendrocincla_fuliginosa,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-brown Woodcreeper,bow06893,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,184
87,JUM,V,V192,V192,,Xiphorhynchus_elegans,Passeriformes,Furnariidae,1,0,1,Yes,NA,NA,NA,NA,NA,NA,NA,Xiphorhynchus elegans,38.50835294,24.42858824,100.1363636,82,20.1,21.9,1,0,30,60,10,Xiphorhynchus elegans,20106,Xiphorhynchus_elegans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Elegant Woodcreeper,bow20106,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,192
89,JUM,V,V200,V200,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,0,0,Yes,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,200
90,JUM,V,V204,V204,,Dendrocincla_merula,Passeriformes,"Furnariidae
",0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Dendrocincla merula,46.92958333,19.43829268,102.744186,80,20.3,24.7,1,40,40,20,0,Dendrocincla merula,6896,Dendrocincla_merula,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",White-chinned Woodcreeper,bow06896,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,204
92,JUM,V,V210,V210,,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,0,0,0,Yes,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,210
93,JUM,V,V215,V215,,Dendrocincla_fuliginosa,Passeriformes,"Furnariidae
",0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Dendrocincla fuliginosa,31.68493671,19.41738462,95.81428571,86.7,18.3,24.7,1,33,33,33,0,Dendrocincla fuliginosa,6893,Dendrocincla_fuliginosa,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-brown Woodcreeper,bow06893,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,215
94,JUM,V,V216,V216,,Onychorhynchus_coronatus,Passeriformes,Tityridae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Onychorhynchus coronatus,14.66117647,13.396875,73.8125,63.8,18.8,15.9,0,0,30,70,0,Onychorhynchus coronatus,5980,Onychorhynchus_coronatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Amazonian Royal Flycatcher,bow05980,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,216
95,JUM,V,V223,V223,,Formicarius_colma,Passeriformes,"Formicariidae
",0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Formicarius colma,45.426,12,85.8,53.4,19,29.9,0,80,20,0,0,Formicarius colma,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,223
96,JUM,V,V220,V220,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,220
97,JUM,V,V225,V225,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,225
100,JUM,V,V223,V223,,Formicarius_colma,Passeriformes,"Formicariidae
",0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Formicarius colma,45.426,12,85.8,53.4,19,29.9,0,80,20,0,0,Formicarius colma,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,223
102,JUM,V,V235,V235,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,235
103,JUM,V,V240,V240,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,240
104,JUM,V,V243,V243,,Xiphorhynchus_elegans,Passeriformes,Furnariidae,0,0,0,Yes,NA,NA,NA,NA,NA,NA,NA,Xiphorhynchus elegans,38.50835294,24.42858824,100.1363636,82,20.1,21.9,1,0,30,60,10,Xiphorhynchus elegans,20106,Xiphorhynchus_elegans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Elegant Woodcreeper,bow20106,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,243
107,JUM,V,V254,V254,,Formicarius_colma,Passeriformes,"Formicariidae
",1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Formicarius colma,45.426,12,85.8,53.4,19,29.9,0,80,20,0,0,Formicarius colma,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,254
109,JUM,V,V257,V257,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,257
110,JUM,V,V259,V259,,Xenops_minutus,Passeriformes,Furnariidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Xenops minutus,12.16725806,10.44927273,61.44827586,49.2,22.1,14.7,1,0,50,50,0,Xenops minutus,6880,Xenops_minutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain Xenops,bow06880,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,259
111,JUM,V,V260,V260,,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,0,0,0,Yes,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,260
112,JUM,V,V261,V261,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,261
114,JUM,V,V269,V269,,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,269
116,JUM,V,V274,V274,,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,274
118,JUM,V,V283,V283,,Geotrygon_montana,Columbiformes,"Columbidae
",1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Geotrygon montana,114.4062791,7.908604651,132.3859155,76.3,27.1,26.9,0,100,0,0,0,Geotrygon montana,3494,Geotrygon_montana,Columbidae,"Pigeons, Doves","Pigeons, Doves",Ruddy Quail-dove,bow03494,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,ground,lowland_iquitos,283
119,JUM,V,V285,V285,,Dendrocincla_fuliginosa,Passeriformes,"Furnariidae
",1,1,1,No,NA,NA,NA,NA,NA,NA,NA,Dendrocincla fuliginosa,31.68493671,19.41738462,95.81428571,86.7,18.3,24.7,1,33,33,33,0,Dendrocincla fuliginosa,6893,Dendrocincla_fuliginosa,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-brown Woodcreeper,bow06893,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,285
122,JUM,V,V294,V294,,Momotus_momota,Coraciiformes,Momotidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Momotus momota,110.3235714,29.00533333,132.6923077,253.9,18.6,28.4,0,30,30,30,10,Momotus momota,1524,Momotus_momota,Motmotidae,"Kingfishers, Motmots, Todies","Bee-eaters, Kingfishers, Motmots, Todies, Rollers, Ground-Rollers",Blue-crowned Motmot,bow01524,BL3,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,ground-understory,lowland_iquitos,294
123,JUM,V,V296,V296,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,296
124,JUM,V,V297,V297,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,297
125,JUM,V,V298,V298,,Automolus_ochrolaemus,Passeriformes,Furnariidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Automolus ochrolaemus,34.96803922,14.4712766,88.51851852,75.3,17.5,23.5,1,10,70,20,0,Automolus ochrolaemus,6861,Automolus_ochrolaemus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Buff-throated Foliage-gleaner,bow06861,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,298
126,JUM,V,V299,V299,,Xiphorhynchus_elegans,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Xiphorhynchus elegans,38.50835294,24.42858824,100.1363636,82,20.1,21.9,1,0,30,60,10,Xiphorhynchus elegans,20106,Xiphorhynchus_elegans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Elegant Woodcreeper,bow20106,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,299
128,JUM,V,V301,V301,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,301
130,JUM,V,V311,V311,,Automolus_ochrolaemus,Passeriformes,Furnariidae,0,0,0,Yes,NA,NA,NA,NA,NA,NA,NA,Automolus ochrolaemus,34.96803922,14.4712766,88.51851852,75.3,17.5,23.5,1,10,70,20,0,Automolus ochrolaemus,6861,Automolus_ochrolaemus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Buff-throated Foliage-gleaner,bow06861,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,311
131,JUM,V,V314,V314,,Formicarius_colma,Passeriformes,"Formicariidae
",0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Formicarius colma,45.426,12,85.8,53.4,19,29.9,0,80,20,0,0,Formicarius colma,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,314
132,JUM,V,V315,V315,,Xiphorhynchus_elegans,Passeriformes,Furnariidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Xiphorhynchus elegans,38.50835294,24.42858824,100.1363636,82,20.1,21.9,1,0,30,60,10,Xiphorhynchus elegans,20106,Xiphorhynchus_elegans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Elegant Woodcreeper,bow20106,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,315
135,JUM,V,V328,V328,,Veniliornis_affinis,Piciformes,"Picidae
",0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Dryobates affinis,35.84,18.4,93,62.5,20.7,16.2,0,0,0,60,40,Veniliornis affinis,982,Veniliornis_affinis,Picidae,Woodpeckers,"Woodpeckers, Honeyguides, Toucans, Barbets",Red-stained Woodpecker,bow00982,BL3,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,midhigh,lowland_iquitos,328
